Match Number,Match Date,Venue,City,Toss Winner,Toss Decision,Innings,Batting Team,Bowling Team,Batter,Bowler,Over,Ball,Score
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Noor Ahmad,11,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,11,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Noor Ahmad,11,3,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Noor Ahmad,11,4,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,11,5,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,11,6,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Over,12,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Over,12,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Over,12,3,1b
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Over,12,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Over,12,5,6
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Over,12,6,6
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,13,1,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,13,2,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,13,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Pathirana,13,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Pathirana,13,5,1w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Pathirana,13,5,1nb
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Pathirana,13,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,13,6,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Jadeja,14,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Jadeja,14,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Jadeja,14,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Badoni,Jadeja,14,4,W
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Jadeja,14,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Jadeja,14,6,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,15,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,15,2,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,15,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Noor Ahmad,15,4,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,15,5,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,15,6,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Pathirana,16,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,16,2,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,16,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Pathirana,16,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Pathirana,16,5,6
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Pathirana,16,6,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Noor Ahmad,17,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,17,2,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,17,3,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,17,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,17,5,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Noor Ahmad,17,6,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Pathirana,18,1,2w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,18,1,6
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,18,2,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,18,3,6
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,18,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,18,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Pathirana,18,6,1lb
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Khaleel Ahmed,19,1,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Khaleel Ahmed,19,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Khaleel Ahmed,19,3,6
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Khaleel Ahmed,19,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Khaleel Ahmed,19,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Khaleel Ahmed,19,6,6
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,20,1,1w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,20,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Abdul Samad,Pathirana,20,2,1W
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Pant,Pathirana,20,2,W
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Thakur,Pathirana,20,3,1w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Thakur,Pathirana,20,3,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Thakur,Pathirana,20,4,1w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Thakur,Pathirana,20,4,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Thakur,Pathirana,20,5,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,1,LSG,CSK,Thakur,Pathirana,20,6,W
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Thakur,1,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Thakur,1,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Thakur,1,3,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Thakur,1,4,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Thakur,1,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Thakur,1,6,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Akash Deep,2,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Akash Deep,2,2,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Akash Deep,2,3,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Akash Deep,2,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Akash Deep,2,5,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Akash Deep,2,6,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Thakur,3,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Thakur,3,2,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Thakur,3,3,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Thakur,3,4,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Thakur,3,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Thakur,3,6,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Rathi,4,1,1w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Rathi,4,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Rathi,4,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Rathi,4,3,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Rathi,4,4,1w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Rathi,4,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Rathi,4,5,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Rathi,4,6,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Avesh Khan,5,1,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Avesh Khan,5,2,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Avesh Khan,5,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Avesh Khan,5,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Rasheed,Avesh Khan,5,5,W
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Avesh Khan,5,6,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Rathi,6,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Rathi,6,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Rathi,6,3,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Rathi,6,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Rathi,6,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Rathi,6,6,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Ravi Bishnoi,7,1,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Ravi Bishnoi,7,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Ravi Bishnoi,7,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Ravi Bishnoi,7,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Ravi Bishnoi,7,5,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Ravi Bishnoi,7,6,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Markram,8,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Markram,8,2,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Markram,8,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Markram,8,4,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Markram,8,5,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Ravindra,Markram,8,6,W
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Ravi Bishnoi,9,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Ravi Bishnoi,9,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Ravi Bishnoi,9,3,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Ravi Bishnoi,9,4,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Tripathi,Ravi Bishnoi,9,5,W
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Ravi Bishnoi,9,6,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Markram,10,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Markram,10,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,10,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Markram,10,4,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,10,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Markram,10,6,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Rathi,11,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Rathi,11,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Rathi,11,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Rathi,11,4,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Rathi,11,5,2
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Rathi,11,6,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,12,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,12,2,6
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,12,3,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,12,4,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Markram,12,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,12,6,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Ravi Bishnoi,13,1,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Ravi Bishnoi,13,2,1w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Jadeja,Ravi Bishnoi,13,2,W
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Shankar,Ravi Bishnoi,13,3,4
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Shankar,Ravi Bishnoi,13,4,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Ravi Bishnoi,13,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Shankar,Ravi Bishnoi,13,6,1w
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Shankar,Ravi Bishnoi,13,6,1lb
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Shankar,Markram,14,1,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,14,2,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Shankar,Markram,14,3,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,14,4,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Shankar,Markram,14,5,1
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Dube,Markram,14,6,•
30th Match,14 April 2025,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,CSK,field,2,CSK,LSG,Shankar,Rathi,15,1,1
