Match Number,Match Date,Venue,City,Toss Winner,Toss Decision,Innings,Batting Team,Bowling Team,Batter,Bowler,Over,Ball,Score
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,de Kock,Hazlewood,1,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,de Kock,Hazlewood,1,2,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,de Kock,Hazlewood,1,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,de Kock,Hazlewood,1,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,de Kock,Hazlewood,1,5,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Hazlewood,1,6,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Yash Dayal,2,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Yash Dayal,2,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Yash Dayal,2,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Yash Dayal,2,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Yash Dayal,2,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Yash Dayal,2,6,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Hazlewood,3,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Hazlewood,3,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Hazlewood,3,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Hazlewood,3,4,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Hazlewood,3,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Hazlewood,3,6,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,4,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,4,2,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,4,3,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,4,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,4,5,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,4,6,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Krunal,5,1,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Krunal,5,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Krunal,5,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Krunal,5,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Krunal,5,5,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Krunal,5,6,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Yash Dayal,6,1,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Yash Dayal,6,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Yash Dayal,6,3,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Yash Dayal,6,4,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Yash Dayal,6,5,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Yash Dayal,6,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,7,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,7,2,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,7,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,7,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,7,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,7,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,8,1,1lb
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,8,2,1w
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,8,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,8,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,8,4,1w
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,8,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,8,5,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,8,6,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,9,1,1w
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,9,1,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,9,2,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Suyash Sharma,9,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Suyash Sharma,9,4,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Suyash Sharma,9,5,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Suyash Sharma,9,6,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,10,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Rasikh Salam,10,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,10,3,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,10,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,10,5,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Narine,Rasikh Salam,10,6,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Krunal,11,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Venkatesh Iyer,Krunal,11,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rahane,Krunal,11,3,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Krunal,11,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Venkatesh Iyer,Krunal,11,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Venkatesh Iyer,Krunal,11,6,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Suyash Sharma,12,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Venkatesh Iyer,Suyash Sharma,12,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Venkatesh Iyer,Suyash Sharma,12,3,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Venkatesh Iyer,Suyash Sharma,12,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Suyash Sharma,12,5,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Suyash Sharma,12,6,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Venkatesh Iyer,Krunal,13,1,1w
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Venkatesh Iyer,Krunal,13,1,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Krunal,13,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Krunal,13,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Krunal,13,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Krunal,13,5,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Krunal,13,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Livings,14,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Livings,14,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Livings,14,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Livings,14,4,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Livings,14,5,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Livings,14,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Krunal,15,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Krunal,15,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Krunal,15,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Krunal,15,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Krunal,15,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Rinku Singh,Krunal,15,6,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Suyash Sharma,16,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Russell,Suyash Sharma,16,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Russell,Suyash Sharma,16,3,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Russell,Suyash Sharma,16,4,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Suyash Sharma,16,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Suyash Sharma,16,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Livings,17,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Livings,17,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Livings,17,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Livings,17,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Livings,17,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Livings,17,6,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Hazlewood,18,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Hazlewood,18,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Hazlewood,18,3,1lb
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Hazlewood,18,4,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Hazlewood,18,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Hazlewood,18,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Yash Dayal,19,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Yash Dayal,19,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Ramandeep,Yash Dayal,19,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Yash Dayal,19,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,A Raghuvanshi,Yash Dayal,19,5,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Harshit Rana,Yash Dayal,19,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Harshit Rana,Hazlewood,20,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Harshit Rana,Hazlewood,20,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Harshit Rana,Hazlewood,20,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Harshit Rana,Hazlewood,20,4,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Harshit Rana,Hazlewood,20,5,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,1,KKR,RCB,Johnson,Hazlewood,20,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,1,1,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,1,2,1w
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,1,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,1,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,1,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Arora,1,5,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Arora,1,6,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Johnson,2,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Johnson,2,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Johnson,2,3,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Johnson,2,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Johnson,2,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Johnson,2,6,1lb
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,3,1,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,3,2,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,3,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Arora,3,4,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Arora,3,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Arora,3,6,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,4,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,4,2,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,4,3,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,4,4,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,4,5,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,4,6,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Johnson,5,1,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Johnson,5,2,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Johnson,5,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Johnson,5,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Johnson,5,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Johnson,5,6,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Harshit Rana,6,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Harshit Rana,6,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Harshit Rana,6,3,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Harshit Rana,6,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Harshit Rana,6,5,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Harshit Rana,6,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,7,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,7,2,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,7,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,7,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,7,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,7,6,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Narine,8,1,1lb
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,8,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,8,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Narine,8,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,8,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Narine,8,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,9,1,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,9,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Salt,Varun,9,3,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Varun,9,4,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Varun,9,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Varun,9,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Narine,10,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,10,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,10,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Narine,10,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,10,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Narine,10,6,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,11,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Varun,11,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,11,3,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,11,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Varun,11,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Varun,11,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,12,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Narine,12,2,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,12,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Padikkal,Narine,12,4,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Narine,12,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Narine,12,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,13,1,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,13,2,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,13,3,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,13,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Harshit Rana,13,5,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Harshit Rana,13,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,14,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Narine,14,2,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Narine,14,3,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,14,4,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Narine,14,5,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Narine,14,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Harshit Rana,15,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,15,2,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,15,3,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,15,4,2
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,15,5,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Harshit Rana,15,6,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Kohli,Arora,16,1,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Arora,16,2,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,Patidar,Arora,16,3,W
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,ne,Arora,16,4,4
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,ne,Arora,16,5,•
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,ne,Arora,16,6,1
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,ne,Johnson,17,1,6
1st Match,22 March 2025,Eden Gardens,Kolkata,RCB,field,2,RCB,KKR,ne,Johnson,17,2,4
2nd Match,23 March 2025,Rajiv Gandhi International Stadium,Uppal,RR,field,1,SRH,RR,Abhishek,Fazalhaq Farooqi,1,1,•
2nd Match,23 March 2025,Rajiv Gandhi International Stadium,Uppal,RR,field,1,SRH,RR,Abhishek,Fazalhaq Farooqi,1,2,•
2nd Match,23 March 2025,Rajiv Gandhi International Stadium,Uppal,RR,field,1,SRH,RR,Abhishek,Fazalhaq Farooqi,1,3,4
2nd Match,23 March 2025,Rajiv Gandhi International Stadium,Uppal,RR,field,1,SRH,RR,Abhishek,Fazalhaq Farooqi,1,4,4
2nd Match,23 March 2025,Rajiv Gandhi International Stadium,Uppal,RR,field,1,SRH,RR,Abhishek,Fazalhaq Farooqi,1,5,1
2nd Match,23 March 2025,Rajiv Gandhi International Stadium,Uppal,RR,field,1,SRH,RR,Head,Fazalhaq Farooqi,1,6,1
2nd Match,23 March 2025,Rajiv Gandhi International Stadium,Uppal,RR,field,1,SRH,RR,Head,Theekshana,2,1,1nb
2nd Match,23 March 2025,Rajiv Gandhi International Stadium,Uppal,RR,field,1,SRH,RR,Head,Theekshana,2,1,1w
